0,0,0,0,0,1,0
0,0,0,0,1,6.418476861114186e-17,0
0,0,0,0,1,5.204170427930421e-18,0
0,0,0.005096635893949042,0,1,-0.005096635893972565,0
0,0,0.9747633423729765,0,0.0252492998520085,-1.264222498439374e-05,0
0.05158897235700484,0,0.9418270796736221,0,0.006697520852139604,-0.0001135728827666237,0
0.05747347851882389,0,0.8833038672348174,0.0572413343688245,0.002099938032130743,-0.0001186181545965338,0
0.05709683131512922,0,0.871422537877716,0.05581156656800087,0,-0.0001156077867200253,0.01578467202586908
0.06115464459549349,0,0.8434112997786475,0.09557073751319835,0,-0.0001366818873395044,0
0.06153096672929328,0,0.838425308165099,0.100186376804894,0,-0.0001426516992860402,0
